"districtId";"districtName";"stateId";"stateName"
682;"Meerut";"34";"Uttar Pradesh"
683;"Mirzapur";"34";"Uttar Pradesh"
684;"Moradabad";"34";"Uttar Pradesh"
685;"Muzaffarnagar";"34";"Uttar Pradesh"
686;"Pilibhit";"34";"Uttar Pradesh"
687;"Pratapgarh";"34";"Uttar Pradesh"
688;"RaeBareli";"34";"Uttar Pradesh"
689;"Rampur";"34";"Uttar Pradesh"
690;"Saharanpur";"34";"Uttar Pradesh"
691;"Sambhal (Bhim Nagar)";"34";"Uttar Pradesh"
692;"Sant Kabir Nagar";"34";"Uttar Pradesh"
693;"Shahjahanpur";"34";"Uttar Pradesh"
694;"Shamali (Prabuddh Nagar)";"34";"Uttar Pradesh"
695;"Shravasti";"34";"Uttar Pradesh"
696;"Siddharth Nagar";"34";"Uttar Pradesh"
697;"Sitapur";"34";"Uttar Pradesh"
698;"Sonbhadra";"34";"Uttar Pradesh"
699;"Sultanpur";"34";"Uttar Pradesh"
700;"Unnao";"34";"Uttar Pradesh"
701;"Varanasi";"34";"Uttar Pradesh"
702;"Alipurduar";"35";"West Bengal"
703;"Bankura";"35";"West Bengal"
704;"Birbhum";"35";"West Bengal"
705;"Burdwan (Bardhaman)";"35";"West Bengal"
706;"Cooch Behar";"35";"West Bengal"
707;"Dakshin Dinajpur (South Dinajpur)";"35";"West Bengal"
708;"Darjeeling";"35";"West Bengal"
709;"Hooghly";"35";"West Bengal"
710;"Howrah";"35";"West Bengal"
711;"Jalpaiguri";"35";"West Bengal"
712;"Kalimpong";"35";"West Bengal"
713;"Kolkata";"35";"West Bengal"
714;"Malda";"35";"West Bengal"
715;"Murshidabad";"35";"West Bengal"
716;"Nadia";"35";"West Bengal"
717;"North 24 Parganas";"35";"West Bengal"
718;"Paschim Medinipur (West Medinipur)";"35";"West Bengal"
719;"Purba Medinipur (East Medinipur)";"35";"West Bengal"
720;"Purulia";"35";"West Bengal"
721;"South 24 Parganas";"35";"West Bengal"
722;"Uttar Dinajpur (North Dinajpur)";"35";"West Bengal"
